address,price_in_dollars,number_of_bedrooms,number_of_baths,area in sq.meter,city,state
399 State St 907,99000,1.0,1.0,31.40096618357488,Albany,New york
399 State St 308,99000,1.0,1.0,31.67967298402081,Albany,New york
155 Lark,75000,7.0,3.0,265.7933853586028,Albany,New york
66 Robin Street,84999,3.0,,211.8171683389075,Albany,New york
99 Columbia St Street,550000,8.0,,309.17874396135267,Albany,New york
353 3rd Street,234900,8.0,,247.39873652917132,Albany,New york
137 4th Avenue,170000,5.0,,267.55852842809367,Albany,New york
95 N Allen Street,425000,6.0,,301.9323671497585,Albany,New york
327 Madison Avenue,449000,5.0,4.0,249.72129319955408,Albany,New york
241 First Street,69999,5.0,,183.9464882943144,Albany,New york
428 Magazine St Street,264900,4.0,2.0,190.54254923820142,Albany,New york
36 Fairfield Avenue,429900,5.0,,,Albany,New york
450 Clinton Ave Avenue,199000,5.0,3.0,245.63359345968044,Albany,New york
32 2nd Avenue,180000,4.0,,,Albany,New york
82 Oxford Road,289900,4.0,2.0,160.90672612411743,Albany,New york
5 Robin Street,99999,2.0,2.0,122.63099219620959,Albany,New york
436 Magazine Street,325000,6.0,,,Albany,New york
412 2nd Avenue,249999,6.0,2.0,,Albany,New york
33 Myrtle Avenue,174900,4.0,,,Albany,New york
555 Washington Avenue,269900,6.0,,345.96804162021556,Albany,New york
53 Sand Creek Road,259000,5.0,,210.3307320698625,Albany,New york
1 Andriana Lane,425000,3.0,3.0,214.23262727610555,Albany,New york
39 Irving Street,283000,2.0,,,Albany,New york
6 Ormond Street,210000,2.0,1.0,104.32924563359347,Albany,New york
645 Cortland Street,518000,4.0,4.0,358.4169453734671,Albany,New york
3 Cuyler Street,110000,4.0,,,Albany,New york
56 Liebel Street,126000,3.0,1.0,81.75399479747307,Albany,New york
141 Everett Road,335000,3.0,2.0,123.18840579710145,Albany,New york
16-22 Trinity Place,995000,16.0,,1091.601635079896,Albany,New york
15 Oneida Terrace,225000,5.0,,158.95577852099592,Albany,New york
70 Osborne Street,69900,3.0,1.0,89.18617614269789,Albany,New york
540 Western Avenue,625000,5.0,,365.1988108509848,Albany,New york
409 Elk,185000,6.0,2.0,,Albany,New york
28 Robin Street,575000,9.0,,560.3864734299517,Albany,New york
183 N Main Avenue,799000,10.0,,738.7588257153475,Albany,New york
555 1st Street,139000,6.0,,,Albany,New york
38 Southern Boulevard,129900,3.0,1.0,105.16536603493125,Albany,New york
284 Morton Avenue,160000,6.0,,227.05314009661836,Albany,New york
119 Chestnut,287000,4.0,3.0,276.75585284280936,Albany,New york
127 Southern Boulevard,575000,3.0,3.0,,Albany,New york
438 Magazine Street,249900,4.0,2.0,119.65811965811966,Albany,New york
231 2nd Avenue,130000,3.0,1.0,125.13935340022297,Albany,New york
527 Hamilton Street,139000,4.0,2.0,175.8639910813824,Albany,New york
491 Myrtle Avenue,180000,3.0,2.0,145.48494983277592,Albany,New york
420 Manning Boulevard,325000,6.0,,246.74842066146417,Albany,New york
"Albany, 12211",750400,3.0,2.0,186.826458565589,Albany,New york
"Albany, 12211",837400,3.0,3.0,289.11185432924566,Albany,New york
"Albany, 12211",785400,3.0,3.0,251.39353400222967,Albany,New york
"Albany, 12211",735400,2.0,3.0,186.826458565589,Albany,New york
"Albany, 12211",795400,3.0,3.0,206.80044593088073,Albany,New york
"Albany, 12211",705400,2.0,2.0,183.57487922705315,Albany,New york
"Albany, 12211",815400,4.0,3.0,267.8372352285396,Albany,New york
"Albany, 12211",807400,4.0,3.0,265.88628762541805,Albany,New york
